PeakID (cmd=annotatePeaks.pl shared_peaks.bed mm10 -annStats shared_peaks_annstats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
lmo2_peak_268	chr11	71782657	71782930	+	236	NA	intron (NM_177618, intron 5 of 8)	intron (NM_177618, intron 5 of 8)	31778	NM_001357965	216881	Mm.48648	NM_177618	ENSMUSG00000020811	Wscd1	mKIAA0523	WSC domain containing 1	protein-coding
lmo2_peak_24	chr1	71936834	71937263	+	236	NA	Intergenic	Intergenic	48936	NR_027659	667931	Mm.214128	NR_027658	ENSMUSG00000099707	Gm8883	EG667931|Gm554	predicted gene 8883	ncRNA
lmo2_peak_1454	chr6	100040516	100040818	+	236	NA	Intergenic	Intergenic	246691	NM_019743	56353	Mm.321633	NM_019743	ENSMUSG00000072872	Rybp	2410018J24Rik|DEDAF|YEAF1	RING1 and YY1 binding protein	protein-coding
lmo2_peak_805	chr18	13848512	13848843	+	236	NA	intron (NM_145492, intron 3 of 7)	intron (NM_145492, intron 3 of 7)	124056	NM_001360804	225207	Mm.40325	NM_145492	ENSMUSG00000024420	Zfp521	B930086A16Rik|Evi3|Znf521	zinc finger protein 521	protein-coding
lmo2_peak_1404	chr6	34874449	34874759	+	226	NA	exon (NM_199145, exon 4 of 4)	exon (NM_199145, exon 4 of 4)	3461	NM_199145	78412	Mm.248440	NM_199145	ENSMUSG00000046806	Cyren	3110062M04Rik|AL023049|Mri	cell cycle regulator of NHEJ	protein-coding
lmo2_peak_1796	chr9	60279541	60279941	+	226	NA	intron (NM_001040426, intron 6 of 17)	RSINE1|SINE|B4	-138521	NM_172444	207596	Mm.28791	NM_172444	ENSMUSG00000032289	Thsd4	ADAMTSL-6|ADAMTSL6|AI585901|Adamtsl4|B230114P05Rik	thrombospondin, type I, domain containing 4	protein-coding
lmo2_peak_1150	chr3	154252304	154252611	+	226	NA	intron (NM_001081263, intron 11 of 21)	intron (NM_001081263, intron 11 of 21)	78103	NM_010713	16875	Mm.15530	NM_010713	ENSMUSG00000096225	Lhx8	L3|Lhx7	LIM homeobox protein 8	protein-coding
lmo2_peak_650	chr15	103258347	103258770	+	226	NA	promoter-TSS (NM_001302341)	promoter-TSS (NM_001302341)	-155	NM_001302341	18022	Mm.457989	NM_008685	ENSMUSG00000058794	Nfe2	NF-E2|NF-E2/P45|p45|p45NFE2|p45nf-e2	nuclear factor, erythroid derived 2	protein-coding
lmo2_peak_377	chr12	84203937	84204293	+	223	NA	intron (NM_001163501, intron 1 of 12)	intron (NM_001163501, intron 1 of 12)	-10100	NM_001163502	238317	Mm.31256	NM_001163501	ENSMUSG00000042507	Elmsan1	9430029N19Rik|C130039O16Rik|Gm260	ELM2 and Myb/SANT-like domain containing 1	protein-coding
lmo2_peak_990	chr2	92174361	92174638	+	223	NA	Intergenic	Intergenic	-9683	NM_001362830	192285	Mm.330408	NM_138755	ENSMUSG00000058318	Phf21a	80kDa|BHC80a|Bhc|Bhc80|D030065N23Rik|PFTF1|mBHC80	PHD finger protein 21A	protein-coding
lmo2_peak_414	chr13	20183398	20183853	+	223	NA	intron (NM_080288, intron 1 of 21)	L2a|LINE|L2	93118	NM_080288	140580	Mm.342392	NM_080288	ENSMUSG00000041112	Elmo1	6330578D22Rik|C230095H21Rik|CED-12	engulfment and cell motility 1	protein-coding
lmo2_peak_532	chr14	46679057	46679405	+	223	NA	Intergenic	Intergenic	-5456	NR_131909	328385	Mm.271545	NR_131909	ENSMUSG00000115015	D330046F09Rik	Gm808	RIKEN cDNA D330046F09 gene	ncRNA
lmo2_peak_995	chr2	97332019	97332533	+	223	NA	intron (NM_001289742, intron 5 of 7)	intron (NM_001289742, intron 5 of 7)	-135381	NM_001363049	241568	Mm.241682	NM_178725	ENSMUSG00000050587	Lrrc4c	6430556C10Rik|NGL-1	leucine rich repeat containing 4C	protein-coding
lmo2_peak_396	chr12	107159834	107160505	+	223	NA	Intergenic	Intergenic	-443845	NR_015512	71033	Mm.159404	NR_015512	ENSMUSG00000085820	4933406K04Rik	4930426M03Rik|4930485I22Rik|4933427G14Rik	RIKEN cDNA 4933406K04 gene	ncRNA
lmo2_peak_368	chr12	76318787	76319084	+	223	NA	intron (NM_138745, intron 27 of 27)	HAL1|LINE|L1	-5956	NM_001101471	238276	Mm.311452	NM_001101471	ENSMUSG00000021057	Akap5	3526401B18Rik|AKAP 150|AKAP-5|AKAP150|BB098886|Gm258|P150	A kinase (PRKA) anchor protein 5	protein-coding
lmo2_peak_956	chr2	65801124	65801374	+	223	NA	Intergenic	RLTR20A2|LTR|ERVK	-44518	NM_153409	77771	Mm.102025	NM_153409	ENSMUSG00000044647	Csrnp3	A330102K23Rik|CSRNP-3|Csnrp3|Mbu1|taip-2	cysteine-serine-rich nuclear protein 3	protein-coding
lmo2_peak_437	chr13	44501822	44502194	+	223	NA	Intergenic	Intergenic	62281	NR_045489	69491	Mm.392410	NR_045489	ENSMUSG00000098144	1700029N11Rik	-	RIKEN cDNA 1700029N11 gene	ncRNA
lmo2_peak_1628	chr8	34783335	34783554	+	221	NA	Intergenic	Intergenic	-24166	NM_176933	319520	Mm.170276	NM_176933	ENSMUSG00000031530	Dusp4	2700078F24Rik|AI844617|BB104621|E130306H24Rik|MKP2	dual specificity phosphatase 4	protein-coding
lmo2_peak_556	chr14	72113458	72113898	+	213	NA	Intergenic	Intergenic	256969	NR_046274	74667	Mm.159286	NR_046274	ENSMUSG00000115304	4930434J06Rik	-	RIKEN cDNA 4930434J06 gene	ncRNA
lmo2_peak_323	chr11	117336276	117336530	+	213	NA	intron (NM_001113488, intron 1 of 9)	intron (NM_001113488, intron 1 of 9)	4090	NM_001113488	53860	Mm.38450	NM_017380	ENSMUSG00000059248	Sept9	MSF1|Msf|PNUTL4|Sint1	septin 9	protein-coding
lmo2_peak_1623	chr8	34627035	34627293	+	213	NA	intron (NR_040706, intron 1 of 4)	L1_Mus4|LINE|L1	13152	NR_040706	330734	Mm.149998	NR_040706	ENSMUSG00000109819	B930018H19Rik	B930018H19	RIKEN cDNA B930018H19 gene	ncRNA
lmo2_peak_943	chr2	37780263	37780563	+	213	NA	intron (NM_001163566, intron 1 of 12)	intron (NM_001163566, intron 1 of 12)	4164	NM_001163566	241324	Mm.392369	NM_001163566	ENSMUSG00000035403	Crb2	5930402A21|BC043114	crumbs family member 2	protein-coding
lmo2_peak_612	chr15	72971357	72971643	+	209	NA	intron (NM_180662, intron 8 of 21)	intron (NM_180662, intron 8 of 21)	84312	NM_029640	76510	Mm.158902	NM_029640	ENSMUSG00000047921	Trappc9	1810044A24Rik|2900005P22Rik|4632408O18Rik|Ibp|Nibp|TRS130|mKIAA1882	trafficking protein particle complex 9	protein-coding
lmo2_peak_889	chr19	45575629	45575980	+	209	NA	intron (NM_172639, intron 4 of 5)	intron (NM_172639, intron 4 of 5)	15219	NM_001356947	226162	Mm.21978	NM_172639	ENSMUSG00000041035	Dpcd	Ndac	deleted in primary ciliary dyskinesia	protein-coding
lmo2_peak_659	chr16	12307397	12307700	+	209	NA	Intergenic	Intergenic	323435	NM_028277	72555	Mm.310139	NM_028277	ENSMUSG00000022494	Shisa9	2700045P11Rik|Ckamp44	shisa family member 9	protein-coding
lmo2_peak_890	chr19	46454996	46455356	+	209	NA	intron (NM_001025391, intron 8 of 11)	intron (NM_001025391, intron 8 of 11)	-46472	NM_053100	93679	Mm.392177	NM_053100	ENSMUSG00000025034	Trim8	AA408830|BB006755|GERP|Rnf27	tripartite motif-containing 8	protein-coding
lmo2_peak_1740	chr8	124735578	124735833	+	209	NA	3' UTR (NM_001368372, exon 6 of 6)	3' UTR (NM_001368372, exon 6 of 6)	13539	NM_026855	68865	Mm.22779	NM_026855	ENSMUSG00000031982	Arv1	1110067L22Rik|AI461928|AW121084	ARV1 homolog, fatty acid homeostasis modulator	protein-coding
lmo2_peak_60	chr1	131638237	131638509	+	209	NA	promoter-TSS (NM_007799)	promoter-TSS (NM_007799)	59	NM_007799	13034	Mm.230249	NM_007799	ENSMUSG00000004552	Ctse	A430072O03Rik|C920004C08Rik|CE|CatE	cathepsin E	protein-coding
lmo2_peak_700	chr16	90451606	90451906	+	209	NA	intron (NM_015755, intron 3 of 10)	intron (NM_015755, intron 3 of 10)	65359	NM_015755	26559	Mm.125874	NM_015755	ENSMUSG00000053414	Hunk	Bstk1|Mak-v	hormonally upregulated Neu-associated kinase	protein-coding
lmo2_peak_415	chr13	20257578	20257918	+	209	NA	intron (NM_080288, intron 6 of 21)	LTR37A|LTR|ERV1	167241	NM_080288	140580	Mm.342392	NM_080288	ENSMUSG00000041112	Elmo1	6330578D22Rik|C230095H21Rik|CED-12	engulfment and cell motility 1	protein-coding
lmo2_peak_144	chr10	66896802	66897350	+	209	NA	Intergenic	MLTR18D_MM|LTR|ERVK	23308	NR_138561	68488	Mm.338835	NR_138560		1110002J07Rik	-	RIKEN cDNA 1110002J07 gene	ncRNA
lmo2_peak_1112	chr3	101551874	101552154	+	209	NA	Intergenic	Intergenic	52693	NM_144900	11928	Mm.193670	NM_144900	ENSMUSG00000033161	Atp1a1	Atpa-1|BC010319	ATPase, Na+/K+ transporting, alpha 1 polypeptide	protein-coding
lmo2_peak_1381	chr5	147657982	147658281	+	209	NA	intron (NM_001363135, intron 10 of 12)	intron (NM_001363135, intron 10 of 12)	67880	NM_010228	14254	Mm.389712	NM_010228	ENSMUSG00000029648	Flt1	AI323757|Flt-1|VEGFR-1|VEGFR1|sFlt1	FMS-like tyrosine kinase 1	protein-coding
lmo2_peak_131	chr10	37739091	37739322	+	209	NA	Intergenic	Intergenic	-436568	NR_131035	75877	Mm.402094	NR_131035	ENSMUSG00000111234	4930591E09Rik	-	RIKEN cDNA 4930591E09 gene	ncRNA
lmo2_peak_537	chr14	51986236	51986482	+	209	NA	TTS (NR_045728)	TTS (NR_045728)	1526	NM_198249	268739	Mm.9239	NM_198249	ENSMUSG00000004562	Arhgef40	E130112L23Rik|Gm669|Solo	Rho guanine nucleotide exchange factor (GEF) 40	protein-coding
lmo2_peak_733	chr17	5966680	5967027	+	209	NA	intron (NR_151772, intron 1 of 25)	intron (NR_151772, intron 1 of 25)	-8727	NM_001357665	20975	Mm.236068	NM_011523	ENSMUSG00000023805	Synj2	AI481647|SJ2|mKIAA0348	synaptojanin 2	protein-coding
lmo2_peak_1016	chr2	121594948	121595316	+	209	NA	intron (NM_001360084, intron 1 of 13)	intron (NM_001360084, intron 1 of 13)	86639	NM_001369185	241627	Mm.293284	NM_030234	ENSMUSG00000027242	Wdr76	5830411K18Rik|6030457D09|AA517836	WD repeat domain 76	protein-coding
lmo2_peak_531	chr14	46662252	46662640	+	209	NA	intron (NR_131909, intron 1 of 3)	intron (NR_131909, intron 1 of 3)	11329	NR_131909	328385	Mm.271545	NR_131909	ENSMUSG00000115015	D330046F09Rik	Gm808	RIKEN cDNA D330046F09 gene	ncRNA
lmo2_peak_1498	chr7	40865094	40865403	+	209	NA	intron (NR_040329, intron 4 of 4)	intron (NR_040329, intron 4 of 4)	33076	NR_040329	320210	Mm.126237	NR_040329	ENSMUSG00000100600	A230077H06Rik	-	RIKEN cDNA A230077H06 gene	ncRNA
lmo2_peak_1497	chr7	40747090	40747556	+	209	NA	Intergenic	Intergenic	72586	NR_045504	71029	Mm.399496	NR_045504	ENSMUSG00000102004	4933402C06Rik	-	RIKEN cDNA 4933402C06 gene	ncRNA
lmo2_peak_1731	chr8	122666393	122666649	+	209	NA	intron (NM_009824, intron 1 of 11)	MIRc|SINE|MIR	11654	NM_177289	12398	Mm.194339	NM_009824	ENSMUSG00000006362	Cbfa2t3	A630044F12Rik|AI465270|AW229127|Cbfa2t3h|ETO-2|Eto2|MTGR2	CBFA2/RUNX1 translocation partner 3	protein-coding
lmo2_peak_1609	chr8	22209134	22209403	+	205	NA	intron (NM_001368379, intron 6 of 12)	intron (NM_001368379, intron 6 of 12)	16435	NM_001368379	70160	Mm.41453	NM_027338	ENSMUSG00000031479	Vps36	1700010A24Rik|2210415M20Rik|2810408E15Rik|Eap45	vacuolar protein sorting 36	protein-coding
lmo2_peak_975	chr2	78088608	78088968	+	201	NA	intron (NR_108098, intron 2 of 6)	L1_Mur2|LINE|L1	37611	NR_108098	78158	Mm.78473	NR_108098	ENSMUSG00000085431	4930440I19Rik	-	RIKEN cDNA 4930440I19 gene	ncRNA
lmo2_peak_136	chr10	44555369	44555632	+	201	NA	Intergenic	Intergenic	-96752	NM_007548	12142	Mm.4800	NM_007548	ENSMUSG00000038151	Prdm1	Blimp-1|Blimp1|PRDI-BF1|ZNFPR1A1|b2b1765Clo	PR domain containing 1, with ZNF domain	protein-coding
lmo2_peak_1793	chr9	58766956	58767328	+	200	NA	Intergenic	Intergenic	-25583	NM_028598	73673	Mm.205196	NM_028598	ENSMUSG00000074269	Rec114	2410076I21Rik|4930527A11Rik	REC114 meiotic recombination protein	protein-coding
lmo2_peak_1076	chr3	30353928	30354314	+	200	NA	intron (NM_001361034, intron 1 of 16)	intron (NM_001361034, intron 1 of 16)	155554	NM_021442	14013	Mm.56965	NM_007963	ENSMUSG00000027684	Mecom	D630039M04Rik|Evi-1|Evi1|Jbo|Mds|Mds1|Mds1-Evi1|Prdm3|Znfpr1b1	MDS1 and EVI1 complex locus	protein-coding
lmo2_peak_908	chr19	61078566	61078968	+	199	NA	intron (NM_018869, intron 9 of 15)	intron (NM_018869, intron 9 of 15)	62073	NR_131953	414758	Mm.100056	NM_001001737	ENSMUSG00000074733	Zfp950	5830428H23Rik|AU016073|BC055757|Gm34518|Zfp826|mszf84	zinc finger protein 950	protein-coding
lmo2_peak_1686	chr8	94800385	94800887	+	198	NA	Intergenic	Intergenic	-9817	NM_011332	20295	Mm.41988	NM_011332	ENSMUSG00000031780	Ccl17	Abcd-2|Scya17|Scya17l|Tarc	chemokine (C-C motif) ligand 17	protein-coding
lmo2_peak_1558	chr7	126428166	126428389	+	195	NA	promoter-TSS (NM_030566)	promoter-TSS (NM_030566)	-490	NM_030566	70314	Mm.35467	NM_030566	ENSMUSG00000030727	Rabep2	2610011A08Rik|AI462746|Fra	rabaptin, RAB GTPase binding effector protein 2	protein-coding
lmo2_peak_712	chr16	92996152	92996551	+	195	NA	Intergenic	Intergenic	-170277	NM_001111021	12394	Mm.4081	NM_009821	ENSMUSG00000022952	Runx1	AML1|CBF-alpha-2|Cbfa2|Pebp2a2|Pebpa2b	runt related transcription factor 1	protein-coding
lmo2_peak_1844	chr9	102890102	102890430	+	195	NA	intron (NM_001042607, intron 9 of 14)	intron (NM_001042607, intron 9 of 14)	55346	NM_001042607	20187	Mm.335391	NM_013649	ENSMUSG00000032547	Ryk	AW536699|ERK-3|Vik	receptor-like tyrosine kinase	protein-coding
lmo2_peak_1635	chr8	43948807	43949142	+	195	NA	Intergenic	Intergenic	-249483	NM_001079931	384814	Mm.491652	NM_001079931		Gm5347	EG384814	predicted gene 5347	protein-coding
lmo2_peak_884	chr19	41677630	41677920	+	195	NA	intron (NM_015748, intron 4 of 36)	intron (NM_015748, intron 4 of 36)	66081	NM_015748	20562	Mm.39155	NM_015748	ENSMUSG00000025020	Slit1	Slil1|mKIAA0813	slit guidance ligand 1	protein-coding
lmo2_peak_1544	chr7	111004181	111004417	+	195	NA	Intergenic	Intergenic	-21838	NM_194464	17540	Mm.250023	NM_010826	ENSMUSG00000005611	Mrvi1	BB115629|Irag|Ris1	MRV integration site 1	protein-coding
lmo2_peak_1045	chr2	161828383	161828642	+	195	NA	intron (NM_001291151, intron 9 of 30)	intron (NM_001291151, intron 9 of 30)	-562301	NR_040617	77645	Mm.447752	NR_040617	ENSMUSG00000084919	Ptprtos	C330008G21Rik	protein tyrosine phosphatase, receptor type T, opposite strand	ncRNA
lmo2_peak_620	chr15	80000771	80001085	+	195	NA	intron (NM_011057, intron 4 of 6)	intron (NM_011057, intron 4 of 6)	-1902	NR_106072	102465699		NR_106072	ENSMUSG00000099222	Mir7213	Gm27377|mmu-mir-7213	microRNA 7213	ncRNA
lmo2_peak_139	chr10	53503462	53503763	+	195	NA	non-coding (NR_037973, exon 4 of 4)	non-coding (NR_037973, exon 4 of 4)	15377	NR_037973	100502868	Mm.297722	NR_037973	ENSMUSG00000112739	Gm20597	B230314j19	predicted gene, 20597	ncRNA
lmo2_peak_640	chr15	97379508	97379759	+	195	NA	intron (NM_172293, intron 5 of 5)	intron (NM_172293, intron 5 of 5)	-132346	NM_001164602	105827	Mm.24005	NM_178114	ENSMUSG00000048218	Amigo2	AI415330|AMIGO-2|AW208913|Ali1	adhesion molecule with Ig like domain 2	protein-coding
lmo2_peak_573	chr15	3232468	3232791	+	195	NA	Intergenic	Intergenic	-38138	NM_001042613	20363	Mm.392203	NM_009155	ENSMUSG00000064373	Selenop	AU018766|D15Ucla1|Se-P|Sepp1|selp	selenoprotein P	protein-coding
lmo2_peak_246	chr11	53528417	53528641	+	195	NA	intron (NM_001361969, intron 1 of 9)	intron (NM_001361969, intron 1 of 9)	8341	NM_001361969	20362	Mm.274399	NM_033144	ENSMUSG00000018398	Sept8	AW046166|Sepl	septin 8	protein-coding
lmo2_peak_401	chr12	112588364	112588677	+	195	NA	promoter-TSS (NM_198411)	promoter-TSS (NM_198411)	-264	NM_198411	70435	Mm.250193	NM_198411	ENSMUSG00000037679	Inf2	2610204M08Rik|AA589465|AW125550|EG629699	inverted formin, FH2 and WH2 domain containing	protein-coding
lmo2_peak_1707	chr8	120041009	120041361	+	191	NA	intron (NM_001310635, intron 14 of 14)	intron (NM_001310635, intron 14 of 14)	48747	NM_030209	78892	Mm.264680	NM_030209	ENSMUSG00000031825	Crispld2	1810049K24Rik|Lcrisp2|Lgl1|coffeecrisp	cysteine-rich secretory protein LCCL domain containing 2	protein-coding
lmo2_peak_1694	chr8	110929095	110929328	+	190	NA	intron (NM_009179, intron 1 of 6)	intron (NM_009179, intron 1 of 6)	9346	NM_009179	20444	Mm.200388	NM_009179	ENSMUSG00000031749	St3gal2	AI429591|AW822065|ST3GalII|Siat5	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	protein-coding
lmo2_peak_1199	chr4	98098734	98099101	+	186	NA	intron (NM_001122953, intron 9 of 9)	intron (NM_001122953, intron 9 of 9)	284348	NM_053157	94043	Mm.331719	NM_053157	ENSMUSG00000028563	Tm2d1	2310026L18Rik|AA990549|Bbp	TM2 domain containing 1	protein-coding
lmo2_peak_1467	chr6	123698740	123699172	+	182	NA	Intergenic	RLTR5_Mm|LTR|ERV1	-3865	NM_001104638	435916	Mm.469874	NM_001104638	ENSMUSG00000091620	Vmn2r23	EG435916	vomeronasal 2, receptor 23	protein-coding
lmo2_peak_1018	chr2	126147789	126148039	+	182	NA	intron (NM_029455, intron 1 of 16)	PB1D10|SINE|Alu	4090	NM_029455	75823	Mm.444732	NM_029455	ENSMUSG00000027209	Fam227b	4930525F21Rik	family with sequence similarity 227, member B	protein-coding
lmo2_peak_472	chr13	89493188	89493549	+	182	NA	Intergenic	Intergenic	-47268	NM_013500	12950	Mm.266790	NM_013500	ENSMUSG00000021613	Hapln1	BB099155|CLP|Crtl1|Crtl1l|LP|LP-1	hyaluronan and proteoglycan link protein 1	protein-coding
lmo2_peak_627	chr15	80623159	80623598	+	182	NA	promoter-TSS (NM_010815)	promoter-TSS (NM_010815)	-105	NM_010815	17444	Mm.12947	NM_010815	ENSMUSG00000042351	Grap2	GRAP-2|GRB2L|GRBLG|GRID|Gads|GrbX|Grf40|GrpL|Mona|P38	GRB2-related adaptor protein 2	protein-coding
lmo2_peak_229	chr11	34064146	34064393	+	182	NA	intron (NM_010696, intron 3 of 20)	intron (NM_010696, intron 3 of 20)	17341	NM_010696	16822	Mm.265350	NM_010696	ENSMUSG00000002699	Lcp2	AI323664|BB161688|SLP-76|SLP76|m1Khoe|twm	lymphocyte cytosolic protein 2	protein-coding
lmo2_peak_973	chr2	76033716	76034035	+	182	NA	intron (NM_001081033, intron 15 of 19)	intron (NM_001081033, intron 15 of 19)	-51908	NM_030188	78802	Mm.282339	NM_030188	ENSMUSG00000075271	Ttc30a1	4930506L13Rik	tetratricopeptide repeat domain 30A1	protein-coding
lmo2_peak_1603	chr8	13037499	13037793	+	182	NA	5' UTR (NM_001242368, exon 2 of 9)	5' UTR (NM_001242368, exon 2 of 9)	338	NM_007972	14058	Mm.262589	NM_007972	ENSMUSG00000031444	F10	Cf10|fX	coagulation factor X	protein-coding
lmo2_peak_105	chr1	192796587	192796790	+	182	NA	Intergenic	Intergenic	-25469	NM_144881	226861	Mm.145857	NM_144881	ENSMUSG00000037375	Hhat	2810432O22Rik|AI462858|AP-2CRE|Skn|Tg(TFAP2A-cre)1Will	hedgehog acyltransferase	protein-coding
lmo2_peak_1013	chr2	121369452	121369692	+	182	NA	intron (NM_080459, intron 18 of 28)	intron (NM_080459, intron 18 of 28)	10962	NM_009897	12716	Mm.252145	NM_009897	ENSMUSG00000000308	Ckmt1	Mt-CK|ScCKmit|U-MtCK|UbCKmit|mi-CK|mia-CK	creatine kinase, mitochondrial 1, ubiquitous	protein-coding
lmo2_peak_867	chr19	32272572	32272864	+	182	NA	intron (NM_001168525, intron 2 of 9)	intron (NM_001168525, intron 2 of 9)	-61705	NM_001168526	208449	Mm.329810	NM_144792	ENSMUSG00000040451	Sgms1	9530058O11Rik|AI841905|C80702|Mob|Sms1|Sor1|Tmem23	sphingomyelin synthase 1	protein-coding
lmo2_peak_189	chr10	115722641	115723058	+	182	NA	Intergenic	Intergenic	-94435	NM_001168679	216350	Mm.22270	NM_146010	ENSMUSG00000034127	Tspan8	C76990|E330007O21Rik|Tm4sf3	tetraspanin 8	protein-coding
lmo2_peak_909	chr19	61207604	61207813	+	182	NA	Intergenic	RLTR1A2_MM|LTR|ERV1	20710	NM_009970	12982	Mm.287228	NM_009970	ENSMUSG00000059326	Csf2ra	CD116|Csfgmra|GM-CSF-Ra|GM-CSFR	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)	protein-coding
lmo2_peak_52	chr1	125711866	125712183	+	182	NA	intron (NM_027677, intron 1 of 1)	intron (NM_027677, intron 1 of 1)	35028	NM_027677	71111	Mm.32727	NM_027677	ENSMUSG00000026343	Gpr39	4933415E13Rik	G protein-coupled receptor 39	protein-coding
lmo2_peak_367	chr12	75855020	75855365	+	182	NA	intron (NM_001005510, intron 2 of 115)	intron (NM_001005510, intron 2 of 115)	36874	NM_001005510	319565	Mm.26652	NM_001005510	ENSMUSG00000063450	Syne2	6820443O06Rik|AW546258|Cpfl8|D12Ertd777e|KASH2|NUA|Nesp2g|dice|mKIAA1011	spectrin repeat containing, nuclear envelope 2	protein-coding
lmo2_peak_669	chr16	30160468	30160811	+	182	NA	Intergenic	Intergenic	95282	NM_008235	15205	Mm.390859	NM_008235	ENSMUSG00000022528	Hes1	Hry|bHLHb39	hes family bHLH transcription factor 1	protein-coding
lmo2_peak_22	chr1	70902290	70902623	+	182	NA	Intergenic	MER67B|LTR|ERV1	176741	NM_001310658	320460	Mm.360649	NM_177164	ENSMUSG00000045648	Vwc2l	A830006F12Rik|Brl	von Willebrand factor C domain-containing protein 2-like	protein-coding
lmo2_peak_1050	chr2	165967926	165968197	+	182	NA	Intergenic	Intergenic	-24576	NM_008679	17979	Mm.469663	NM_008679	ENSMUSG00000027678	Ncoa3	2010305B15Rik|AW321064|Actr|Aib1|KAT13B|Rac3|Src3|Tram-1|Tram1|bHLHe42|p/Cip|pCip	nuclear receptor coactivator 3	protein-coding
lmo2_peak_1437	chr6	84883199	84883548	+	182	NA	intron (NM_177077, intron 8 of 21)	intron (NM_177077, intron 8 of 21)	186140	NM_177077	75914	Mm.159621	NM_177077	ENSMUSG00000033769	Exoc6b	4930569O18Rik|G430127E12Rik|Sec15b|Sec15l2|mKIAA0919	exocyst complex component 6B	protein-coding
lmo2_peak_116	chr10	21026832	21027114	+	182	NA	intron (NM_001358561, intron 17 of 22)	L2|LINE|L2	-13847	NM_001177776	52906	Mm.253280	NM_026203	ENSMUSG00000019986	Ahi1	1700015F03Rik|Ahi-1|D10Bwg0629e	Abelson helper integration site 1	protein-coding
lmo2_peak_1415	chr6	38910871	38911148	+	182	NA	Intergenic	L2b|LINE|L2	-7977	NM_011539	21391	Mm.4054	NM_011539	ENSMUSG00000029925	Tbxas1	CYP5|CYP5A1|THAS|TS|TXAS|TXS	thromboxane A synthase 1, platelet	protein-coding
lmo2_peak_468	chr13	84648018	84648356	+	182	NA	Intergenic	Intergenic	425891	NR_155262	72745	Mm.295063	NM_175187	ENSMUSG00000035762	Tmem161b	2810446P07Rik|AI843389	transmembrane protein 161B	protein-coding
lmo2_peak_322	chr11	116782839	116783123	+	181	NA	Intergenic	Intergenic	-7474	NM_011371	20445	Mm.436887	NM_011371	ENSMUSG00000009588	St6galnac1	Siat7a	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	protein-coding
lmo2_peak_485	chr13	97435308	97435671	+	180	NA	intron (NR_110432, intron 1 of 1)	intron (NR_110432, intron 1 of 1)	519	NR_110432	100039691	Mm.219358	NR_110430	ENSMUSG00000078952	Lncenc1	Gm11019|Gm2373|Lincenc1|Platr18|linc-Enc1	long non-coding RNA, embryonic stem cells expressed 1	ncRNA
lmo2_peak_1195	chr4	91381202	91381473	+	176	NA	intron (NM_207685, intron 2 of 7)	intron (NM_207685, intron 2 of 7)	-4841	NM_001177883	15569	Mm.318042	NM_010486	ENSMUSG00000008489	Elavl2	Hub|mel-N1	ELAV like RNA binding protein 1	protein-coding
lmo2_peak_1458	chr6	108704708	108705001	+	176	NA	Intergenic	MLT1K|LTR|ERVL-MaLR	-43920	NR_104577	75394	Mm.395061	NR_040757	ENSMUSG00000087341	0610040F04Rik	-	RIKEN cDNA 0610040F04 gene	ncRNA
lmo2_peak_306	chr11	102470031	102470386	+	176	NA	promoter-TSS (NM_010575)	promoter-TSS (NM_010575)	-325	NM_010575	16399	Mm.26646	NM_010575	ENSMUSG00000034664	Itga2b	AI172977|CD41|CD41B|GpIIb|alphaIIb	integrin alpha 2b	protein-coding
lmo2_peak_1329	chr5	103742081	103742340	+	176	NA	Intergenic	MIR|SINE|MIR	-11952	NM_133919	17355	Mm.6949	NM_133919	ENSMUSG00000029313	Aff1	9630032B01Rik|AW319193|Af4|Mllt2h|Rob	AF4/FMR2 family, member 1	protein-coding
lmo2_peak_1304	chr5	37825742	37826078	+	169	NA	Intergenic	Intergenic	-1325	NM_010835	17701	Mm.256509	NM_010835	ENSMUSG00000048450	Msx1	AA675338|AI324650|Hox-7|Hox7|Hox7.1|msh	msh homeobox 1	protein-coding
lmo2_peak_209	chr11	9113139	9113560	+	169	NA	Intergenic	Intergenic	-4659	NM_001159401	22271	Mm.4610	NM_009477	ENSMUSG00000020407	Upp1	AI325217|UPase|UdRPase|Up|Upp	uridine phosphorylase 1	protein-coding
lmo2_peak_1812	chr9	66276701	66277013	+	169	NA	Intergenic	Intergenic	-73593	NM_145617	235439	Mm.244179	NM_145617	ENSMUSG00000038664	Herc1	2810449H11Rik|B230218H07|D130015N03Rik|tbl	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	protein-coding
lmo2_peak_753	chr17	34894078	34894306	+	169	NA	promoter-TSS (NM_198886)	promoter-TSS (NM_198886)	-367	NM_198886	193736	Mm.161119	NM_198886	ENSMUSG00000049823	Zbtb12	BC020447|Bat-9|Bat9|G10|NG35	zinc finger and BTB domain containing 12	protein-coding
